file_name,Transcription,phrase,merged_prompt,word_error_rate,character_error_rate
1249120_1853182_21608484.wav, my biceps started aching after i went to the gym,my biceps started aching after i went to the gym,Muscle and joint pain,0.0,0.0208
1249120_17632529_18741252.wav, i feel that its hard to breathe for me especially after running or making any effort,i feel that its hard to breath for me specially after running or making any effort,,0.125,0.0366
1249120_15004831_57497759.wav, i dont know why im constantly sad,i dont know why im constantly sad,Emotional and mental health,0.0,0.0303
1249120_2171654_61725470.wav, my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing,Wound and injury,0.0,0.0084
1249120_15004831_103311186.wav, i feel depressed when i see my hair falling out,i feel depressed when i see my hair falling out,Hair and skin issues,0.0,0.0213
1249120_6338946_102141965.wav, he was discovered to have an open wound,he was discovered to have an open wound,Wound and injury,0.0,0.0256
1249120_15830408_20700304.wav, when i bend over i get a shooting pain down my back,when i bend over i get a shooting pain down my back,"Neck, back or spinal issues",0.0,0.0196
1249120_15004831_77275003.wav, my heart hurts when i exercise,my heart hurts when i exercise,Chest pain,0.0,0.0333
1249120_6338946_17006848.wav, i feel pain in my neck after waking up,i feel pain in my neck after waking up,"Neck, back or spinal issues",0.0,0.0263
1249120_14353703_106042248.wav, i have an earache when i go to the pool,i have a ear ache when i go to the pool,Sensory issues,0.2727,0.0769
1249120_1853182_31648376.wav, annoyance starts suddenly often after an injury or exercise,annoyance starts suddenly often after an injury or exercise,Leg and foot pain,0.0,0.0169
1249120_6338946_106278244.wav, i suffered a deep wound in my hand and i cannot stop the bleeding,i suffered a deep wound in my hand and i can not stop the bleeding,Wound and injury,0.1333,0.0303
1249120_1853182_20504574.wav, feel like something is being jabbed into my joints,feel like something is being jabbed into my joints,Muscle and joint pain,0.0,0.02
1249120_13842059_24545917.wav, i dont have problems taking in breath but out breath is so heavy,i dont have problems taking in breath but out breath is so heavy,,0.0,0.0156
1249120_14353703_45425658.wav, i got acne when i ate chili,i got acne when i ate chili,Hair and skin issues,0.0,0.037
1249120_6338946_35137575.wav, i feel a pain in my back,i feel a pain in my back,"Neck, back or spinal issues",0.0,0.0417
1249120_15965551_44782675.wav, i have eruptions on my face that come and go,i have eruptions on my face that come and go ,Hair and skin issues,0.0,0.0444
1249120_17632529_17442112.wav, my acne gets worse when it is hot,my acne gets worse when it is hot,Hair and skin issues,0.0,0.0303
1249120_13842059_19016138.wav, when i move my shoulder it is like lightning is being sent through my shoulder,when i move my shoulder its like lightning is being sent through my shoulder,Shoulder pain,0.1429,0.0395
1249120_2171654_61801014.wav, i feel dizzy when i sit in front of my laptop for an hour or two what possibly could be the reason,i feel dizzy when i set infront of my laptop for an hour or two what possibly could be the reason,Dizziness and vertigo,0.1429,0.0309
1249120_14353703_103040241.wav, i am having running nose,i am having running nose,Feeling cold/hot,0.0,0.0417
1249120_13842059_55159061.wav, chronic bowel pain,chronic bowel pain,Internal pain,0.0,0.0556
1249120_15830408_30764038.wav, i feel muscle pain every time i make an extra effort,i feel muscle pain every time i make an extra effort,Muscle and joint pain,0.0,0.0192
1249120_13842059_95116374.wav, im not good i feel dizzy,im not good i feel dizzy,Dizziness and vertigo,0.0,0.0417
1249120_6338946_63718750.wav, i noticed an important decrease in my vision when i tried to look at things up close,i noticed an important decrease in my vision when i try to look at things up close,Sensory issues,0.0588,0.0488
1249120_1853182_83347773.wav, i cant sleep because of cough,i cant sleep because of cough,Respiratory issue,0.0,0.0345
1249120_15965551_53555531.wav, my chest acne breaks out and never clears up,my chest acne breaks out and never clears up,Hair and skin issues,0.0,0.0227
1249120_15965551_64170568.wav, fels skull is cracked like nuts,fell skull is cracked like nuts,,0.1667,0.0645
1249120_15004831_91499716.wav, i feel pain in my right shoulder after the tennis match,i feel pain in my right shoulder after the tennis match,Wound and injury,0.0,0.0182
1249120_17632529_18447121.wav, my neck hurts me and i cant look down or up,my neck hurts me and i cant look down or up,"Neck, back or spinal issues",0.0,0.0233
1249120_17632529_57285505.wav, i usually have a bad cough when i get flu,i usually have a bad cough when i get flu,Respiratory issue,0.0,0.0244
1249120_14353703_42327184.wav, i felt my heart hurts when i ran for a long distance,i felt my heart hurts when i ran for along distance,Chest pain,0.1818,0.0392
1249120_15965551_64987640.wav, it is like having a needle pushing through my heart,it is like i have a needle pushing through my heart,Chest pain,0.1818,0.1176
1249120_17632529_48151722.wav, i feel pain in my heart when i wake up,i feel pain in my heart when i wake up,Chest pain,0.0,0.0263
1249120_13842059_17269028.wav, my left ear is okay but the right one feels like it is being stabbed with a nail,my left ear is ok but the right one feels like its being stabbed with a nail,Sensory issues,0.1765,0.0658
1249120_1853182_41518759.wav, my kneecap feels like it is grating bone on bone when i walk,my kneecap feels like it is grating bone on bone when i walk,Leg and foot pain,0.0,0.0167
1249120_6338946_30170052.wav, i dont have the energy to do the things that i used to,i dont have the energy to do the things that i used to,General weakness,0.0,0.0185
1249120_13842059_90176324.wav, my heart hurts me,my heart hurts me,Chest pain,0.0,0.0588
1249120_2171654_77229012.wav, im disappointed,im disappointed,Emotional and mental health,0.0,0.0667
1249120_15830408_80692501.wav, i feel weak all over,i feel weak all over,General weakness,0.0,0.05
1249120_2171654_21861362.wav, i have a headache every time i eat ice cream,i have a headache every time i eat ice cream,,0.0,0.0227
1249120_13842059_94785546.wav, there are some pimples on my face that bother me a lot,there are some pimples on my face that bother me a lot,Hair and skin issues,0.0,0.0185
1249120_2171654_29859521.wav, sometimes when its cold outside my face hurts especially around the pimples that are ready to pop,sometimes when it is cold outside my face hurts especially around the pimples that are ready to pop,Hair and skin issues,0.1111,0.0303
1249120_1853182_59775853.wav, i feel pain when i think of her,i feel pain when i think of her,Emotional and mental health,0.0,0.0323
1249120_2171654_55752894.wav, every time i comb my hair there are so many hair in my comb,every time i comb my hair there are so many hair in my comb,Hair and skin issues,0.0,0.0169
1249120_15004831_76313457.wav, i feel lightheaded when i stand up,i feel lightheaded when i stand up,Dizziness and vertigo,0.0,0.0294
1249120_1853182_72433040.wav, im feeling cold though the temperature is high,i m feeling cold though the temperature is high,Feeling cold/hot,0.2222,0.0426
1249120_15830408_29803997.wav, i have a pain in my stomach,i have a pain in my stomach,Internal pain,0.0,0.037
1249120_15004831_69878350.wav, chronic disease of hair follicles and sebaceous glands,chronic disease of hair follicles and sebaceous glands,Hair and skin issues,0.0,0.0185
1249120_1853182_16774392.wav, i cant sleep i have a hard cough,i cant sleep i have a hard cough,Respiratory issue,0.0,0.0312
1249120_15004831_92499879.wav, i feel dizzy after doing a muscular effort,i feel dizzy after doing a muscular effort,Dizziness and vertigo,0.0,0.0238
1249120_15965551_75075551.wav, i have a throbbing in my joints,i have a throbbing in my joints,Muscle and joint pain,0.0,0.0323
1249120_6338946_90024404.wav, there must be something wrong with my blood circulation i have to wear socks even on the hottest days my toes are frozen,there must be something wrong with my blood circulation i have to wear socks even on the hottest days my toes are frozen,Feeling cold/hot,0.0,0.0083
1249120_15965551_98145234.wav, my neck is annoying me i cant sleep a little bit,my neck is annoying me i cant sleep bacause of it,"Neck, back or spinal issues",0.2727,0.2245
1249120_15830408_69507749.wav, i feel a burning sensation in my guts about two hours after each meal,i feel a burning sensation in my guts about  hours after each meal,Digestive issues,0.0769,0.0606
1249120_6338946_88168612.wav, i used a lot of painkiller to get better but i still feel the same back pain,i used alot of pain killer to get better but i still feel the same back pain,"Neck, back or spinal issues",0.2353,0.0395
1249120_14353703_43184435.wav, when i bend over i get a shooting pain down my back,when i bend over i get a shooting pain down my back,"Neck, back or spinal issues",0.0,0.0196
1249120_1853182_104591849.wav, i have throbbing in my shoulder,i have throbing in my shoulder,Shoulder pain,0.1667,0.0667
1249120_15965551_57015604.wav, i got acne when i ate chilli,i got acne when i ate chili,Hair and skin issues,0.1429,0.0741
1249120_6338946_67908066.wav, i feel pain inside i do not know what it is,i feel pain inside i do not know what it is,Internal pain,0.0,0.0233
1249120_13842059_13041979.wav, my shoulder hurts me so much,my shoulder hurts me so much,Shoulder pain,0.0,0.0357
1249120_2171654_56814700.wav, my entire body is freezing,my entire body is freezing,Feeling cold/hot,0.0,0.0385
1249120_6338946_15712228.wav, when i get up i see my skin vague,when i get up i see my skin vague,Hair and skin issues,0.0,0.0303
1249120_13842059_11964685.wav, i feel suicidal,i feel suicidal,Emotional and mental health,0.0,0.0667
1249120_15004831_91661588.wav, my neck feels stiff,my neck feels stiff,"Neck, back or spinal issues",0.0,0.0526
1249120_14353703_59179591.wav, i feel very hard to breathe,i feel very hard to breathe,,0.0,0.037
1249120_13842059_104469105.wav, i have a painful cramp in my feet,i have a painful cramp in my feet,Leg and foot pain,0.0,0.0303
1249120_14353703_101806535.wav, i feel a great pain in my shoulder when i try to lift something heavy,i feel a great pain in my shoulder when i try to lift something heavy,Shoulder pain,0.0,0.0145
1249120_15004831_50312267.wav, i cant get a girlfriend because of my acne,i cant get a girlfriend because of my acne,Hair and skin issues,0.0,0.0238
1249120_6338946_86403094.wav, i have a blurry vision after my head was hit yesterday,i have a blurry vision after my head was hit yesterday,Sensory issues,0.0,0.0185
1249120_1853182_11719913.wav, i cant move my head up and down,i cant move my head up and down,"Neck, back or spinal issues",0.0,0.0323
1249120_13842059_98611758.wav, i feel a stiffness in my elbows and shoulders,i fell a stiffness in my elbows and shoulders,Muscle and joint pain,0.1111,0.0444
1249120_15004831_17179802.wav, using here a tonic,using hair tonic,Hair and skin issues,0.6667,0.375
1249120_15004831_56564278.wav, it feels like i cant take a deep breath,it feels like i cant take a deep breath,,0.0,0.0256
1249120_15004831_108516031.wav, when i do hard exercises i feel great pain in my muscles,when i do hard exercises i feel great pain in my muscles,Muscle and joint pain,0.0,0.0179
1249120_1853182_105717969.wav, i feel cold although we are in summer,i feel cold although we are in summer,Feeling cold/hot,0.0,0.027
1249120_15004831_64958100.wav, i feel a lot of pain in the joints,i feel a lot of pain in the joints,Muscle and joint pain,0.0,0.0294
1249120_1853182_58917703.wav, i have an open wound in my arm,i have an open wound in my arm,Wound and injury,0.0,0.0333
1249120_1853182_18541998.wav, glass broken and wound my leg badly the wound is so wide,glass broken and wound my leg badly the wound is so wide,Wound and injury,0.0,0.0179
1249120_13842059_35254053.wav, my grandmother last year went to hospital because she was having a hard time breathing,my grandmother last year went to hospital because she was having a hard time breathing,,0.0,0.0116
1249120_13842059_34188483.wav, i was playing football and injured with joint pain,i was playing football and injuried with joint pain,Muscle and joint pain,0.1111,0.0392
1249120_1853182_97080563.wav, i feel very weak in my body,i feel very weak in my body,General weakness,0.0,0.037
1249120_15004831_53829738.wav, my skin is itching,my skin is itching,Hair and skin issues,0.0,0.0556
1249120_2171654_88200667.wav, i have shoulder pain when i try to carry my groceries,i have shoulder pain when i try to carry my groceries,Shoulder pain,0.0,0.0189
1249120_17632529_62131809.wav, i have blurred vision,i have blurred vision,Sensory issues,0.0,0.0476
1249120_17632529_49432935.wav, heavy breath with fatigue,heavy breath with fatigue,Emotional and mental health,0.0,0.04
1249120_1853182_68863089.wav, i have an internal pain i cannot describe,i have an internal pain i cannot describe,Internal pain,0.0,0.0244
1249120_15965551_65155573.wav, the warming system of my house is broken and feel so cold,the warming system of my house is broken and  feel so cold,Feeling cold/hot,0.0,0.0345
1249120_6338946_15167470.wav, im not feeling good i get infection wound,im not feeling good i get infection wound,Wound and injury,0.0,0.0244
1249120_2171654_50700157.wav, my hair isnt well,my hair isnt well,Hair and skin issues,0.0,0.0588
1249120_15004831_42760211.wav, i have a pain in my joint,i have a pain in my joint,Muscle and joint pain,0.0,0.04
1249120_15830408_57076220.wav, i got injured exercising,i got injured exercising,Wound and injury,0.0,0.0417
1249120_2171654_99667288.wav, i feel a burning sensation in my guts about two hours after each meal,i feel a burning sensation in my guts about  hours after each meal,Digestive issues,0.0769,0.0606
1249120_1853182_107248900.wav, bone disease at the level of the doubles of the lower estromedates,chronic bone disease at the level of the doubles of the lower estremidades,Leg and foot pain,0.1538,0.1351
1249120_15004831_49995030.wav, i am not good i feel dizzy,im not good i feel dizzy,Dizziness and vertigo,0.3333,0.125
1249120_14353703_80140056.wav, yesterday i had a shoulder pain,yesterday i had a shouder pain,Shoulder pain,0.1667,0.0667
1249120_15965551_42589900.wav, im disappointed,im disappointed,Emotional and mental health,0.0,0.0667
1249120_13842059_46594173.wav, my neck hurts me and i cant stand with this pain,my neck hurts me and i cant stand with this pain,"Neck, back or spinal issues",0.0,0.0208
1249120_15004831_79309370.wav, i feel a burning sensation in my shoulder muscle,i feel a burning sensation in my shoulder muscle,Muscle and joint pain,0.0,0.0208
1249120_2171654_72896212.wav, i started taking swimming lessons and i guess i swallowed too much water through my nose because this sinusitis is killing me now,i started taking swimming lessons and i guess i swallowed too much water through my nose because this sinusitis is killing me now,Wound and injury,0.0,0.0078
1249120_14353703_18316468.wav, i have eruptions on my face that come and go,i have eruptions on my face that come and go ,Hair and skin issues,0.0,0.0444
1249120_13842059_42630071.wav, my chest hurts when i smoke,my chest hurts when i smoke,Internal pain,0.0,0.037
1249120_13842059_15629457.wav, i have a hair shortage,i have a hair shortage,Hair and skin issues,0.0,0.0455
1249120_15830408_20446817.wav, i feel my heart hurts when i run for a long distance,i felt my heart hurts when i ran for along distance,Chest pain,0.3636,0.098
1249120_17632529_46123338.wav, i feel cold although we are in summer,i feel cold although we are in summer,Feeling cold/hot,0.0,0.027
1249120_13842059_46343929.wav, i cant get a girlfriend because of my acne,i cant get a girlfriend because of my acne,Hair and skin issues,0.0,0.0238
1249120_6338946_75803650.wav, i feel pain in the knee,i feel pain in the knee,Leg and foot pain,0.0,0.0435
1249120_15004831_33938813.wav, i was playing football and injured with joint pain,i was playing football and injuried with joint pain,Muscle and joint pain,0.1111,0.0392
1249120_14353703_23293673.wav, i have a blurry vision and i cant see in the darkness what is the reason doctor,i have a blurry vision and i cant see in the darkness  what is the reason doctor ,Sensory issues,0.0,0.037
1249120_13842059_98325162.wav, i have cut my finger because of playing football and i apply pain relief cream but it does not help,i hve cut my finger because of playing football and i  to apply pain relief cream but it does not help,Wound and injury,0.0952,0.0588
1249120_2171654_81550022.wav, i dont do anything at home and still i feel exhausted,i dont do anything at home and still i feel exhausted,General weakness,0.0,0.0189
1249120_17632529_48764176.wav, my arm hurts when i stretch,my arm hurts when i stretch,Muscle and joint pain,0.0,0.037
1249120_15004831_41941038.wav, my hair is falling without a reason i can see a lot of hair on my working desk,my hair is falling without a reason i can see a lot of hair on my working desk,Hair and skin issues,0.0,0.0128
1249120_1853182_58078131.wav, my back hurts so much i cant bend down to tie my shoelaces,my back hurts so much i cant bend down to tie my shoelaces,"Neck, back or spinal issues",0.0,0.0172
1249120_15004831_17819347.wav, i sliced myself deeply with a knife while i was cooking,i sliced myself deeply with a knife while i was cooking,Wound and injury,0.0,0.0182
1249120_13842059_19948105.wav, i cant see the sign i have a blurry vision,i cant see the sign i have a blurry vision,Sensory issues,0.0,0.0238
1249120_15004831_41074487.wav, i feel discomfort throughout the body in general,i feel discomfort throughout the body in general,General weakness,0.0,0.0208
1249120_13842059_18087389.wav, i am suffering from sharp cough accompanied by phlegm,im suffering from sharp cough accompanied by  phlegm,Respiratory issue,0.25,0.0769
1249120_14353703_45949288.wav, i feel a burning sensation in my guts about two hours after each meal,i feel a burning sensation in my guts about  hours after each meal,Digestive issues,0.0769,0.0606
1249120_6338946_17384843.wav, i feel cold and chills even though my clothes are heavy,i feel cold and chills even though my clothes are heavy,Feeling cold/hot,0.0,0.0182
1249120_13842059_82864672.wav, i have dry skin,i have a dry skin,Hair and skin issues,0.2,0.1765
1249120_14353703_26349751.wav, i feel something hurt me in taking breath and i cant take my breath,i feel something hurt me in taking breath and i cant take my breath,,0.0,0.0149
1249120_15004831_53007975.wav, i cant carry anything i have a pain in my shoulder,i cant carry anything i have a pain in my shoulder,Shoulder pain,0.0,0.02
1249120_14353703_73504522.wav, i have a pain in my stomach,i have a pain in my stomach,Internal pain,0.0,0.037
1249120_17632529_50143584.wav, glass broken and wound my leg badly the wound is so wide,glass broken and wound my leg badly the wound is so wide,Wound and injury,0.0,0.0179
1249120_15004831_53994437.wav, my upper back has been sore for a week,my upper back has been sore for a week,"Neck, back or spinal issues",0.0,0.0263
1249120_2171654_71143170.wav, i have injured myself during the soccer match,i have injured myself during the soccer match,Wound and injury,0.0,0.0222
1249120_1853182_86923401.wav, my face break out badly every month around my cycle,my face break out badly every month around my cycle,Hair and skin issues,0.0,0.0196
1249120_2171654_40843730.wav, the crushing sensation on my heart leaves me breathless,the crushing sensation on my heart leaves me breathless,Chest pain,0.0,0.0182
1249120_14353703_13615707.wav, sometimes when its cold outside my face hurts especially around the pimples that are ready to pop,sometimes when it is cold outside my face hurts especially around the pimples that are ready to pop,Hair and skin issues,0.1111,0.0303
1249120_15004831_102235056.wav, i feel a clicking sensation in my knee each time i step,i feel a clicking sensation in my knee each time i step,Muscle and joint pain,0.0,0.0182
1249120_15004831_55550562.wav, when i go to stand my head starts swirling,when i go to stand my head starts swirling,Dizziness and vertigo,0.0,0.0238
1249120_17632529_42877586.wav, i have a cold and it makes me cough a lot,i have a cold and it makes me cough alot,Respiratory issue,0.2,0.05
1249120_17632529_21215852.wav, my knees hurt so bad to walk that i stay sitting more than i should,my knees hurt so bad to walk that i stay sitting more than i should,Leg and foot pain,0.0,0.0149
1249120_1853182_21950254.wav, i have a foot ache in winter or when it feels cold why,i have a foot ache in winter or when it feels cold why,Leg and foot pain,0.0,0.0185
1249120_6338946_93472974.wav, my back is hurting so much,my back is hurting so much,"Neck, back or spinal issues",0.0,0.0385
1249120_2171654_41417201.wav, i feel weak all over,i feel weak all over,General weakness,0.0,0.05
1249120_1853182_32862512.wav, i traveled by plane a few days ago and this time during landing my ears remained clogged and painful,i travelled by plane a few days ago and this time during landing my ears remained clogged and painful,Sensory issues,0.0526,0.0198
1249120_15004831_107186195.wav, i complain a lot with my neck pain and i really need to be better,i complain alot with my neck pain and i really need to be better,"Neck, back or spinal issues",0.1429,0.0312
1249120_6338946_73782556.wav, hearing any loud sounds makes my ear aches,hearing any loud sounds makes my ear aches,Sensory issues,0.0,0.0238
1249120_15965551_65583273.wav, i got injured exercising,i got injured exercising,Wound and injury,0.0,0.0417
1249120_2171654_89836131.wav, the area around my heart doesnt feel good,the area around my heart doesnt feel good,Chest pain,0.0,0.0244
1249120_17632529_34804800.wav, i have a dull ache in my head,i have a dull ache in my head,,0.0,0.0345
1249120_15004831_93458174.wav, my head gets dizzy when i try to get up,my head gets dizzy when i try to get up,Dizziness and vertigo,0.0,0.0256
1249120_13842059_33116980.wav, i have tried to make massage on my foot but they still pain me,i have tried to make massage on my foot but they still pain me,Leg and foot pain,0.0,0.0161
1249120_17632529_41977164.wav, i feel pain in my knee when i climb the stairs,i feel pain in my knee when i climb the stairs,Muscle and joint pain,0.0,0.0217
1249120_6338946_14129561.wav, when i tried to take care of my hair i found that it is falling out,when i tried to take care if my hair i found that it is falling out,Hair and skin issues,0.0625,0.0299
1249120_14353703_100698095.wav, when i stand up too quickly i start to feel dizzy and lightheaded,when i stand up too quickly i start to feel dizzy and lightheaded,Dizziness and vertigo,0.0,0.0154
1249120_6338946_85634288.wav, i wake up with a stiff neck every morning massage helps but then a couple of days later its back again,i wake up with a stiff neck every morning  massage helps but then a couple of days later its back again,"Neck, back or spinal issues",0.0,0.0194
1249120_14353703_106041220.wav, i was watching tv and suddenly have blurry vision,i was watching tv and suddenly have blurry vision,Sensory issues,0.0,0.0204
1249120_13842059_25244471.wav, my upper back has been sore for a week,my upper back has been sore for a week,"Neck, back or spinal issues",0.0,0.0263
1249120_1853182_27666952.wav, i have blurred vision,i have blurred vision,Sensory issues,0.0,0.0476
1249120_15004831_21919890.wav, i have cut my finger because of playing football and i have to apply pain relief cream but it does not help,i have cut my finger because of playing football and i have to apply pain relief cream but it does not help,Wound and injury,0.0,0.0093
1249120_2171654_56112117.wav, when i raise my hand i feel pain in my shoulder,when i raise my hand i feel pain in my shoulder,Shoulder pain,0.0,0.0213
1249120_6338946_11265543.wav, i just cant seem to get warm even when everyone around me is warm i always feel cold,i just cant seem to get warm  even when everyone around me is warm i always feel cold,Feeling cold/hot,0.0,0.0235
1249120_2171654_106871860.wav, when i bend over i get a shooting pain down my back,when i bend over i get a shooting pain down my back,"Neck, back or spinal issues",0.0,0.0196
1249120_15965551_25492795.wav, my hair isnt well,my hair isnt well,Hair and skin issues,0.0,0.0588
1249120_14353703_41394319.wav, im disappointed,im disappointed,Emotional and mental health,0.0,0.0667
1249120_2171654_37539402.wav, i was traveling by ship and i feel dizzy,i was travelling by ship and i feel dizzy,Dizziness and vertigo,0.1111,0.0488
1249120_13842059_21651846.wav, my hair is falling without a reason i can see a lot of hair on my working dust,my hair is falling without a reason i can see a lot of hair on my working desk,Hair and skin issues,0.0556,0.0385
1249120_2171654_53079046.wav, i feel a great pain in my shoulder when i try to lift something heavy,i feel a great pain in my shoulder when i try to lift something heavy,Shoulder pain,0.0,0.0145
1249120_13842059_73296559.wav, when i get up i feel dizzy and fall down,when i get up i feel dizzy and fall down,Dizziness and vertigo,0.0,0.025
1249120_2171654_32465212.wav, i feel very hard to breathe,i feel very hard to breathe,,0.0,0.037
1249120_6338946_25689186.wav, i had a pain in my knee when i was swimming,i had a pain in my knee when i was swimming,Leg and foot pain,0.0,0.0233
1249120_1853182_38598866.wav, i feel pain in my knee when i climb the stairs,i feel pain in my knee when i climb the stairs,Muscle and joint pain,0.0,0.0217
1249120_17632529_59148406.wav, im feeling cold though the temperature is high,i m feeling cold though the temperature is high,Feeling cold/hot,0.2222,0.0426
1249120_15004831_58758228.wav, i have an earache that wont go away i dont have a cold or headache or any other symptoms just an earache,i have an ear ache that wont go away  i dont have a cold or headache or any other symptoms  just an earache,Sensory issues,0.087,0.0374
1249120_14353703_42564912.wav, i usually have a bad cough when i get flu,i usually have a bad cough when i get flu,Respiratory issue,0.0,0.0244
1249120_15004831_109812806.wav, i cant see the sign i have a blurry vision,i cant see the sign i have a blurry vision,Sensory issues,0.0,0.0238
1249120_13842059_39489825.wav, he was discovered to have an open wound,he was discovered to have an open wound,Wound and injury,0.0,0.0256
