audio_clipping:confidence,background_noise_audible:confidence,overall_quality_of_the_audio,quiet_speaker:confidence,speaker_id,file_download,file_name,phrase,prompt,writer_id,audio_clipping_no_clipping,background_noise_audible_no_noise,quiet_speaker_quiet_speaker,merged_prompt
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_11828866.wav&key=test_key_TISTK,1249120_44263136_11828866.wav,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,Muscle pain,43767396,1,0,0,Muscle and joint pain
1.0,0.653,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_13172477.wav&key=test_key_TISTK,1249120_44263136_13172477.wav,sometimes my body feels week without reason,Body feels weak,38687371,1,0,0,General weakness
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_20870238.wav&key=test_key_TISTK,1249120_44263136_20870238.wav,my body feels weak although i take my vitamins regularly,Body feels weak,40632132,1,0,0,General weakness
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_42090113.wav&key=test_key_TISTK,1249120_44263136_42090113.wav,there are times when i feel crushed under a huge weight and no air passing to my lungs it actually scares the hell out of me when it happens,Hard to breath,44130352,1,0,0,Respiratory issue
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_43213149.wav&key=test_key_TISTK,1249120_44263136_43213149.wav,having difficulty moving my knee,Knee pain,44088126,1,0,0,Leg and foot pain
1.0,0.6863,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_44160087.wav&key=test_key_TISTK,1249120_44263136_44160087.wav,i feel a sharp pain in the stomach after eating,Stomach ache,41918114,1,0,0,Digestive issues
1.0,0.6918,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_46878275.wav&key=test_key_TISTK,1249120_44263136_46878275.wav,im not hearing well i have problem with my ear,Ear ache,44045955,1,0,0,Sensory issues
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_49448724.wav&key=test_key_TISTK,1249120_44263136_49448724.wav,is there a cure for acne,Acne,43730599,1,0,0,Hair and skin issues
1.0,0.6578,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_51547342.wav&key=test_key_TISTK,1249120_44263136_51547342.wav,i feel emotionally crushed,Emotional pain,43730599,1,0,0,Emotional and mental health
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_52222173.wav&key=test_key_TISTK,1249120_44263136_52222173.wav,every time i make an effort i felt dizzy,Feeling dizzy,43772689,1,0,0,Dizziness and vertigo
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_55671220.wav&key=test_key_TISTK,1249120_44263136_55671220.wav,i feel that is great pain in my left shoulder,Shoulder pain,43793610,1,0,0,Shoulder pain
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_57609608.wav&key=test_key_TISTK,1249120_44263136_57609608.wav,my body aches on the inside between my hips and shoulders,Internal pain,43755034,1,0,0,Internal pain
1.0,0.6552,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_59289865.wav&key=test_key_TISTK,1249120_44263136_59289865.wav,when im too high i start to feel dizzy,Feeling dizzy,38687371,1,0,0,Dizziness and vertigo
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_68968933.wav&key=test_key_TISTK,1249120_44263136_68968933.wav,i used alot of pain killer to get better but i still feel the same back pain,Back pain,44118742,1,0,0,"Neck, back or spinal issues"
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_71092044.wav&key=test_key_TISTK,1249120_44263136_71092044.wav,my body feels like its in a refrigerator,Feeling cold,44292353,1,0,0,Feeling cold/hot
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_82613525.wav&key=test_key_TISTK,1249120_44263136_82613525.wav,i feel like ive always got something in my throat,Cough,44164300,1,0,0,Respiratory issue
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_92015834.wav&key=test_key_TISTK,1249120_44263136_92015834.wav,when i wake up in the morning i feel dizzy,Feeling dizzy,43838565,1,0,0,Dizziness and vertigo
1.0,1.0,3.67,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_93996655.wav&key=test_key_TISTK,1249120_44263136_93996655.wav,i have found some issues in my skin and tried to use cream but it doesnt get better,Skin issue,43318517,1,0,0,Hair and skin issues
1.0,0.6479,3.67,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_102521547.wav&key=test_key_TISTK,1249120_44273314_102521547.wav,the worst headache was during a hangover in my twenties i sincerely thought i was going to die from brain inflammation,Head ache,44130352,1,0,0,Headache
1.0,0.6395,3.67,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_16303816.wav&key=test_key_TISTK,1249120_44273314_16303816.wav,i have a problem in my middle ear made by infection,Ear ache,44066678,1,0,0,Sensory issues
1.0,1.0,3.67,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_18787091.wav&key=test_key_TISTK,1249120_44273314_18787091.wav,i have a back pain since i turned  years old,Back pain,40632132,1,0,0,"Neck, back or spinal issues"
1.0,0.6528,3.67,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_52748628.wav&key=test_key_TISTK,1249120_44273314_52748628.wav,i feel aching on my insides,Internal pain,43755034,1,0,0,Internal pain
1.0,1.0,3.67,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_68456497.wav&key=test_key_TISTK,1249120_44273314_68456497.wav,i feel sad,Emotional pain,44124309,1,0,0,Emotional and mental health
1.0,1.0,3.67,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_70276723.wav&key=test_key_TISTK,1249120_44273314_70276723.wav,i may have overdone it with the weightlifting because i am afraid i may have torn a muscle on my back,Injury from sports,44130352,1,0,0,Wound and injury
1.0,1.0,3.67,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_70741506.wav&key=test_key_TISTK,1249120_44273314_70741506.wav,i notice a lot more hair coming out than usual when i brush my hair,Hair falling out,42082009,1,0,0,Hair and skin issues
1.0,0.6584,3.67,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_73290676.wav&key=test_key_TISTK,1249120_44273314_73290676.wav,my hair always falls out and i have lost a lot of hair lately,Hair falling out,44150058,1,0,0,Hair and skin issues
1.0,0.6512,3.67,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_75699317.wav&key=test_key_TISTK,1249120_44273314_75699317.wav,i have severe dry cough,Cough,43793610,1,0,0,Respiratory issue
1.0,0.6517,3.67,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_76070691.wav&key=test_key_TISTK,1249120_44273314_76070691.wav,i have a migrain and i took panadol but it doesnt help,Head ache,44066678,1,0,0,Headache
1.0,0.6525,3.67,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_96055783.wav&key=test_key_TISTK,1249120_44273314_96055783.wav,my head is so heavy cant think normally,Head ache,44088126,1,0,0,Headache
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_102554677.wav&key=test_key_TISTK,1249120_44294866_102554677.wav,i have acne in my face and other problema in my derma like itching,Skin issue,44066678,1,0,0,Hair and skin issues
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_103743912.wav&key=test_key_TISTK,1249120_44294866_103743912.wav,yesterday i had a shouder pain,Shoulder pain,38687371,1,0,0,Shoulder pain
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_103812071.wav&key=test_key_TISTK,1249120_44294866_103812071.wav,i have a ear ache when i go to the pool,Ear ache,21665495,1,0,0,Sensory issues
1.0,0.6552,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_14283535.wav&key=test_key_TISTK,1249120_44294866_14283535.wav,i started taking swimming lessons and i guess i swallowed too much water through my nose because this sinusitis is killing me now,Injury from sports,44130352,1,0,0,Wound and injury
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_18570665.wav&key=test_key_TISTK,1249120_44294866_18570665.wav,i have eruptions on my face that come and go ,Acne,43755034,1,0,0,Hair and skin issues
1.0,0.6783,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_29285051.wav&key=test_key_TISTK,1249120_44294866_29285051.wav,i am having running nose,Feeling cold,44088126,1,0,0,Feeling cold/hot
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_38949666.wav&key=test_key_TISTK,1249120_44294866_38949666.wav,fell skull is cracked like nuts,Head ache,43868212,1,0,0,Headache
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_52206190.wav&key=test_key_TISTK,1249120_44294866_52206190.wav,my shoulder has agreat pain,Shoulder pain,44118742,1,0,0,Shoulder pain
1.0,0.6642,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_52604131.wav&key=test_key_TISTK,1249120_44294866_52604131.wav,stiffness inability to look right or left except by moving the whole body,Neck pain,43868212,1,0,0,"Neck, back or spinal issues"
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_61858983.wav&key=test_key_TISTK,1249120_44294866_61858983.wav,i got injured exercising,Injury from sports,44340112,1,0,0,Wound and injury
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_63476113.wav&key=test_key_TISTK,1249120_44294866_63476113.wav,i was watching tv and suddenly have blurry vision,Blurry vision,44063565,1,0,0,Sensory issues
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_63987415.wav&key=test_key_TISTK,1249120_44294866_63987415.wav,when i raise my hand i feel pain in my shoulder,Shoulder pain,44063565,1,0,0,Shoulder pain
1.0,0.6733,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_69316456.wav&key=test_key_TISTK,1249120_44294866_69316456.wav,my hair is falling out after i take a shower,Hair falling out,40632132,1,0,0,Hair and skin issues
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_76461050.wav&key=test_key_TISTK,1249120_44294866_76461050.wav,my neck is annoying me i cant sleep bacause of it,Neck pain,43318517,1,0,0,"Neck, back or spinal issues"
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_77416341.wav&key=test_key_TISTK,1249120_44294866_77416341.wav,the warming system of my house is broken and  feel so cold,Feeling cold,43949040,1,0,0,Feeling cold/hot
1.0,1.0,3.67,0.6765,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_78490603.wav&key=test_key_TISTK,1249120_44294866_78490603.wav,my nose is congested all the time and theres this gluey secretion in my throat that makes it impossible for me to sleep i often have to nap sitting down,Hard to breath,44130352,1,0,0,Respiratory issue
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_86233279.wav&key=test_key_TISTK,1249120_44294866_86233279.wav,i have a blurry vision and i cant see in the darkness  what is the reason doctor ,Blurry vision,44150058,1,0,0,Sensory issues
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_90790242.wav&key=test_key_TISTK,1249120_44294866_90790242.wav,itch at front and center of scalp,Hair falling out,43868212,1,0,0,Hair and skin issues
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_94282612.wav&key=test_key_TISTK,1249120_44294866_94282612.wav,i have terrible pain in my heart,Heart hurts,43730599,1,0,0,Chest pain
1.0,1.0,3.67,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_94374240.wav&key=test_key_TISTK,1249120_44294866_94374240.wav,i feel something hurt me in taking breath and i cant take my breath,Hard to breath,43318517,1,0,0,Respiratory issue
1.0,0.6712,3.67,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_28822792.wav&key=test_key_TISTK,1249120_44323331_28822792.wav,all of a sudden i felt dizzy when i stood up,Feeling dizzy,38202325,1,0,0,Dizziness and vertigo
1.0,0.653,3.67,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_35285585.wav&key=test_key_TISTK,1249120_44323331_35285585.wav,i feel a great amount of pressure of my head,Head ache,43318517,1,0,0,Headache
1.0,0.649,3.67,0.649,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_47564425.wav&key=test_key_TISTK,1249120_44323331_47564425.wav,surgical wounds red firing pus painful and hot to the touch,Infected wound,44096379,1,0,0,Wound and injury
1.0,0.6588,3.67,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_63258394.wav&key=test_key_TISTK,1249120_44323331_63258394.wav,i have dark spots on my skin,Skin issue,44150058,1,0,0,Hair and skin issues
1.0,0.6533,3.67,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_81285987.wav&key=test_key_TISTK,1249120_44323331_81285987.wav,i feel strong pain in my knee after it was hit during the football match,Injury from sports,40632132,1,0,0,Wound and injury
1.0,0.6622,3.67,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_86516132.wav&key=test_key_TISTK,1249120_44323331_86516132.wav,there is an injured person,Infected wound,43730599,1,0,0,Wound and injury
1.0,1.0,3.67,1.0,44442354,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44442354_57228239.wav&key=test_key_TISTK,1249120_44442354_57228239.wav,my skin is itching,Skin issue,34987462,1,0,0,Hair and skin issues
1.0,0.653,4.0,1.0,44246595,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44246595_89466082.wav&key=test_key_TISTK,1249120_44246595_89466082.wav,i often get a stomach ache after i eat  i havent been able to pinpoint which foods might be the trigger,Stomach ache,19638651,1,0,0,Digestive issues
1.0,1.0,4.0,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_107932197.wav&key=test_key_TISTK,1249120_44259428_107932197.wav,i cant rotate my neck,Neck pain,44124309,1,0,0,"Neck, back or spinal issues"
1.0,1.0,4.0,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_108575544.wav&key=test_key_TISTK,1249120_44259428_108575544.wav,my neck feels stiff,Neck pain,42082009,1,0,0,"Neck, back or spinal issues"
0.6601,0.6797,4.0,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_36852781.wav&key=test_key_TISTK,1249120_44259428_36852781.wav,i got a divorce last year and i just cant stop dwelling on how to get revenge on my ex husband,Emotional pain,19638651,1,0,0,Emotional and mental health
1.0,1.0,4.0,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_50949983.wav&key=test_key_TISTK,1249120_44259428_50949983.wav,i have an internal pain i cannot describe,Internal pain,21665495,1,0,0,Internal pain
1.0,1.0,4.0,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_52926868.wav&key=test_key_TISTK,1249120_44259428_52926868.wav,heavy breath with fatigue,Emotional pain,43868212,1,0,0,Emotional and mental health
1.0,0.6867,4.0,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_53848525.wav&key=test_key_TISTK,1249120_44259428_53848525.wav,i cant move my head up and down,Neck pain,40925305,1,0,0,"Neck, back or spinal issues"
1.0,1.0,4.0,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_56194683.wav&key=test_key_TISTK,1249120_44259428_56194683.wav,i have a dry throat,Cough,43913997,1,0,0,Respiratory issue
1.0,1.0,4.0,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_72865674.wav&key=test_key_TISTK,1249120_44259428_72865674.wav,my arm hurts when i stretch,Muscle pain,42082009,1,0,0,Muscle and joint pain
1.0,0.6622,4.0,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_84387587.wav&key=test_key_TISTK,1249120_44259428_84387587.wav,my neck hurts me and i cant look down or up,Neck pain,44150058,1,0,0,"Neck, back or spinal issues"
1.0,1.0,4.0,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_89970708.wav&key=test_key_TISTK,1249120_44259428_89970708.wav,i have a sharp pain in my neck,Neck pain,44118742,1,0,0,"Neck, back or spinal issues"
1.0,0.6712,4.0,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_106766278.wav&key=test_key_TISTK,1249120_44263136_106766278.wav,i feel like l fell in hot water,Skin issue,44118742,1,0,0,Hair and skin issues
1.0,1.0,4.0,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_108585886.wav&key=test_key_TISTK,1249120_44263136_108585886.wav,ive always been very active but now i just dont have the strength or energy to go for even a short walk,Body feels weak,19638651,1,0,0,General weakness
1.0,0.658,4.0,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_10880734.wav&key=test_key_TISTK,1249120_44263136_10880734.wav,i had internal pain and gases when i ate indian spicy food yesterday,Internal pain,43949040,1,0,0,Internal pain
0.6577,1.0,4.0,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_31123906.wav&key=test_key_TISTK,1249120_44263136_31123906.wav,i get big patches of irritated pimples on my back and they hurt,Acne,43755034,1,0,0,Hair and skin issues
0.6521,1.0,4.0,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_36341086.wav&key=test_key_TISTK,1249120_44263136_36341086.wav,i feel cold when the night comes,Feeling cold,21665495,1,0,0,Feeling cold/hot
1.0,1.0,4.0,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_50406387.wav&key=test_key_TISTK,1249120_44263136_50406387.wav,i feel pain in the knee when walking,Knee pain,41918114,1,0,0,Leg and foot pain
1.0,0.6486,4.0,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_58938609.wav&key=test_key_TISTK,1249120_44263136_58938609.wav,when i drink a lot i get a headache,Head ache,21665495,1,0,0,Headache
1.0,1.0,4.0,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_63958069.wav&key=test_key_TISTK,1249120_44263136_63958069.wav,i feel a pain in my back,Back pain,44045955,1,0,0,"Neck, back or spinal issues"
1.0,1.0,4.0,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_70702677.wav&key=test_key_TISTK,1249120_44263136_70702677.wav,i feel a great pain in my shoulder joint and it does not go away,Joint pain,44066678,1,0,0,Muscle and joint pain
1.0,0.6526,4.0,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_82626452.wav&key=test_key_TISTK,1249120_44263136_82626452.wav,i have a problem in my middle ear made by infection,Ear ache,44066678,1,0,0,Sensory issues
1.0,1.0,4.0,1.0,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_89689013.wav&key=test_key_TISTK,1249120_44263136_89689013.wav,i cant walk my knee hurts me,Knee pain,44124309,1,0,0,Leg and foot pain
1.0,0.6779,4.0,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_21942140.wav&key=test_key_TISTK,1249120_44273314_21942140.wav,when i drink a lot i get a headache,Head ache,21665495,1,0,0,Headache
1.0,0.6597,4.0,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_26783687.wav&key=test_key_TISTK,1249120_44273314_26783687.wav,my knee catches and hurts when i first stand up after sitting,Knee pain,43755034,1,0,0,Leg and foot pain
1.0,0.6575,4.0,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_31545094.wav&key=test_key_TISTK,1249120_44273314_31545094.wav,the joints in my fingers are painful in the morning,Joint pain,44140394,1,0,0,Muscle and joint pain
1.0,0.6651,4.0,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_40698632.wav&key=test_key_TISTK,1249120_44273314_40698632.wav,i feel a great amount of pressure on the sides of my neck,Shoulder pain,43767396,1,0,0,Shoulder pain
1.0,0.6494,4.0,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_45479897.wav&key=test_key_TISTK,1249120_44273314_45479897.wav,i feel hurts in my heart,Heart hurts,44045955,1,0,0,Chest pain
1.0,0.6392,4.0,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_47534753.wav&key=test_key_TISTK,1249120_44273314_47534753.wav,i cut my foot at the pool and it breaks open every day when i walk on it,Open wound,43755034,1,0,0,Wound and injury
1.0,0.6667,4.0,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_54417923.wav&key=test_key_TISTK,1249120_44273314_54417923.wav,im very worried that ill go bald soon am i very sick,Hair falling out,40925305,1,0,0,Hair and skin issues
1.0,0.6623,4.0,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_57161236.wav&key=test_key_TISTK,1249120_44273314_57161236.wav,i cant walk well i have an ache in my foot,Foot ache,44045955,1,0,0,Leg and foot pain
1.0,0.6667,4.0,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_59068162.wav&key=test_key_TISTK,1249120_44273314_59068162.wav,i have pain like needles in my joints,Joint pain,44063565,1,0,0,Muscle and joint pain
1.0,0.6643,4.0,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_76615195.wav&key=test_key_TISTK,1249120_44273314_76615195.wav,my shoulder aches when i try to lift five pounds,Shoulder pain,38202325,1,0,0,Shoulder pain
1.0,0.7081,4.0,1.0,44273314,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44273314_96091387.wav&key=test_key_TISTK,1249120_44273314_96091387.wav,i feel that is great pain in my left shoulder,Shoulder pain,43793610,1,0,0,Shoulder pain
1.0,1.0,4.0,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_102664880.wav&key=test_key_TISTK,1249120_44294866_102664880.wav,i often get a sharp pain in my chest and i cant tell what im doing that might be triggering it,Heart hurts,19638651,1,0,0,Chest pain
1.0,1.0,4.0,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_107429604.wav&key=test_key_TISTK,1249120_44294866_107429604.wav,every time i comb my hair there are so many hair in my comb,Hair falling out,34987462,1,0,0,Hair and skin issues
1.0,0.6918,4.0,1.0,44294866,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44294866_80026823.wav&key=test_key_TISTK,1249120_44294866_80026823.wav,i felt my heart hurts when i ran for along distance,Heart hurts,43949040,1,0,0,Chest pain
1.0,0.6513,4.0,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_12481133.wav&key=test_key_TISTK,1249120_44323331_12481133.wav,i cut my hand a couple of weeks ago and even though i keep using an antibiotic cream its not getting better,Infected wound,19638651,1,0,0,Wound and injury
1.0,0.6866,4.0,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_18782425.wav&key=test_key_TISTK,1249120_44323331_18782425.wav,my son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected,Infected wound,43755034,1,0,0,Wound and injury
1.0,1.0,4.0,1.0,44387284,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44387284_64093494.wav&key=test_key_TISTK,1249120_44387284_64093494.wav,i was injured during football match i was diagnosed with cruciate ligament,Injury from sports,44063565,1,0,0,Wound and injury
